week,off_team_name,player_name,receptions_avg,average_passing_yards,average_rushing_yards,average_recieving_yards,passing_tds_avg,rushing_tds_avg,recieving_tds_avg,average_fantasy_points,week_fantasy_points,bust_percent,bust_points_average,boom_percent,boom_points_average,last_three_weeks_diff,redzone_carries,redzone_targets,completion_percentage,position_ranking,position,passing_target_percentage,rushing_percentage,def_team_name,epa_per_play,epa_per_rush,epa_per_pass,pass_percent,rush_percent,third_down_completion,fourth_down_completion,success_rate,home_team,win_percentage,allowed_passing_yards,allowed_rushing_yards,sack_yards,avg_epa_against,pass_epa_against,rush_epa_against,points_against,third_down_allowed,fourth_down_allowed,season
8,MIA,C.Edmonds,1.4285714285714286,0.0,15.142857142857142,13.714285714285714,0.0,0.2857142857142857,0.1428571428571428,6.885714285714286,1.4,0.1428571428571428,-6.785714285714287,0.1428571428571428,8.814285714285713,-4.585714285714285,5,4,0.0,2.0,1,0.0674603174603174,0.2657342657342657,DET,0.0352456083422675,-0.0917369458132982,0.1058975557671688,64.45497630331754,35.54502369668246,0.3614457831325301,0.4444444444444444,0.4074074074074074,1,0.5714285714285714,255.16666666666663,159.66666666666666,-9.833333333333334,0.1676609770796851,0.2034803361100229,0.1266951584185516,29.33333333333333,0.3955555555555555,0.1483050847457627,2022
4,MIA,R.Mostert,1.3333333333333333,0.0,26.0,14.666666666666666,0.0,0.0,0.0,5.400000000000001,10.1,0.0,0.0,0.0,0.0,0.0,3,0,0.0,2.0,1,0.0588235294117647,0.4285714285714285,CIN,0.2257208297474466,-0.0205060185274174,0.3533940103344132,66.06060606060606,33.939393939393945,0.4848484848484848,1.0,0.4545454545454545,1,1.0,238.0,85.66666666666667,-13.333333333333334,-0.1608549688659889,-0.1944495806417889,-0.098679866474956,16.333333333333332,0.3886861313868613,0.0636704119850187,2022
5,MIA,R.Mostert,1.5,0.0,36.75,14.0,0.0,0.0,0.0,6.575,19.200000000000003,0.0,0.0,0.0,0.0,0.791666666666667,5,0,0.0,2.0,1,0.0647482014388489,0.5,NYJ,0.1400131663884669,-0.0764810783699717,0.2527088006462842,65.33333333333333,34.66666666666667,0.4186046511627907,0.75,0.4,1,0.75,215.5,108.75,-12.5,0.0612194422152438,0.1491700685790104,-0.0387244513799454,25.25,0.3404255319148936,0.0726072607260726,2022
6,MIA,R.Mostert,1.4,0.0,52.0,13.0,0.0,0.2,0.0,9.1,5.800000000000001,0.2,-8.0,0.2,10.100000000000003,1.033333333333335,6,1,0.0,1.0,1,0.0701754385964912,0.5490196078431373,MIN,0.0751781414340743,-0.0132319827760366,0.1252772118198039,63.76306620209059,36.23693379790941,0.4074074074074074,0.5,0.4210526315789473,1,0.6,262.8,113.0,-13.4,0.0462066759760552,0.1021989691129625,-0.0254804266007427,20.4,0.3647058823529411,0.0827338129496402,2022
7,MIA,R.Mostert,1.3333333333333333,0.0,51.5,10.666666666666666,0.0,0.1666666666666666,0.0,8.55,20.9,0.1666666666666666,-7.450000000000001,0.1666666666666666,10.650000000000002,3.150000000000002,7,1,0.0,1.0,1,0.064516129032258,0.5833333333333334,PIT,0.046949143776127,-0.0493751675201593,0.097821723768105,65.65096952908587,34.34903047091413,0.3768115942028985,0.5,0.4347826086956521,1,0.5,289.8333333333333,117.16666666666669,-12.0,0.0749935957583541,0.0974676474137212,0.0426363768087592,23.33333333333333,0.3866396761133603,0.0948616600790513,2022
8,MIA,R.Mostert,1.7142857142857142,0.0,55.42857142857143,13.428571428571429,0.0,0.1428571428571428,0.1428571428571428,10.314285714285717,7.7,0.2857142857142857,-7.664285714285715,0.2857142857142857,9.735714285714286,4.985714285714288,8,3,0.0,1.0,1,0.0753968253968253,0.6013986013986014,DET,0.0352456083422675,-0.0917369458132982,0.1058975557671688,64.45497630331754,35.54502369668246,0.3614457831325301,0.4444444444444444,0.4074074074074074,1,0.5714285714285714,255.16666666666663,159.66666666666666,-9.833333333333334,0.1676609770796851,0.2034803361100229,0.1266951584185516,29.33333333333333,0.3955555555555555,0.1483050847457627,2022
9,MIA,R.Mostert,1.625,0.0,56.5,12.125,0.0,0.125,0.125,9.9875,8.6,0.125,-8.887500000000001,0.25,10.0625,1.479166666666666,11,4,0.0,1.0,1,0.0694444444444444,0.6097560975609756,CHI,0.0752498880504601,-0.0673893739687882,0.1554844729362873,64.18219461697723,35.81780538302277,0.4042553191489361,0.5,0.4193548387096774,1,0.625,198.875,155.5,-10.875,0.0557170433137763,0.0395824587651791,0.071118237655619,21.875,0.4157549234135667,0.0616740088105726,2022
10,MIA,R.Mostert,1.4444444444444444,0.0,53.11111111111112,10.77777777777778,0.0,0.2222222222222222,0.1111111111111111,9.833333333333334,18.7,0.1111111111111111,-8.733333333333334,0.2222222222222222,10.216666666666669,2.5666666666666647,13,4,0.0,2.0,1,0.0694006309148265,0.5956284153005464,CLE,0.0945507850424057,-0.0805095607449582,0.1949607731666896,63.789868667917446,36.21013133208256,0.4174757281553398,0.4166666666666667,0.4571428571428571,1,0.6666666666666666,212.5,115.0,-16.0,0.0511512210191204,-0.0028777058429031,0.1208926419175489,24.875,0.3480885311871227,0.11787072243346,2022
13,MIA,R.Mostert,1.7,0.0,54.3,11.9,0.0,0.3,0.1,10.72,3.0,0.2,-8.07,0.3,8.88,0.9466666666666654,15,4,0.0,2.0,1,0.0668380462724935,0.5,SF,0.1022981132518961,-0.0794945832483452,0.2102237043615286,63.00751879699248,36.99248120300752,0.4206349206349206,0.4666666666666667,0.4883720930232558,1,0.7272727272727273,220.1818181818182,77.27272727272727,-20.181818181818183,-0.1157746350330784,-0.09827129325562,-0.1436240816668482,14.272727272727272,0.3822463768115942,0.0809859154929577,2022
14,MIA,R.Mostert,1.5454545454545454,0.0,52.09090909090909,10.818181818181818,0.0,0.2727272727272727,0.0909090909090909,10.018181818181818,5.4,0.1818181818181818,-7.968181818181818,0.2727272727272727,9.581818181818184,0.081818181818182,15,4,0.0,2.0,1,0.0616113744075829,0.512396694214876,LAC,0.0713074900286768,-0.078779406654439,0.1559202371520441,64.22535211267606,35.774647887323944,0.3984962406015037,0.4705882352941176,0.4680851063829787,1,0.6666666666666666,233.16666666666663,146.91666666666666,-13.666666666666666,0.0497003764183835,0.0486020181859009,0.0510529842417184,25.25,0.3846153846153846,0.0855018587360594,2022
15,MIA,R.Mostert,1.5,0.0,50.833333333333336,10.5,0.0,0.25,0.0833333333333333,9.633333333333333,16.6,0.1666666666666666,-7.583333333333333,0.25,9.966666666666669,-0.5999999999999996,15,4,0.0,2.0,1,0.0601336302895322,0.5232558139534884,BUF,0.0637057285436656,-0.0589234473323864,0.1335219190109137,64.03162055335969,35.96837944664031,0.3888888888888889,0.4705882352941176,0.48,1,0.6153846153846154,235.7692307692308,98.3076923076923,-19.0,-0.0420443560922131,-0.0154245462725557,-0.0862050339718437,16.384615384615383,0.4004024144869215,0.112,2022
16,MIA,R.Mostert,1.4615384615384617,0.0,57.38461538461539,11.23076923076923,0.0,0.2307692307692307,0.0769230769230769,10.16923076923077,4.9,0.1538461538461538,-8.119230769230771,0.3076923076923077,8.68076923076923,-1.8358974358974365,17,4,0.0,2.0,1,0.0604166666666666,0.5373665480427047,GB,0.0658191312911349,-0.0328310402516751,0.1231061403563494,63.52509179926561,36.4749082007344,0.3860759493670886,0.5,0.4814814814814814,1,0.5714285714285714,191.64285714285717,146.14285714285714,-11.785714285714286,0.0315627122008247,-0.0330817874894825,0.0985159440229286,21.571428571428573,0.3601895734597156,0.097457627118644,2022
17,MIA,R.Mostert,1.5,0.0,56.5,10.714285714285714,0.0,0.2142857142857142,0.0714285714285714,9.792857142857144,23.1,0.1428571428571428,-7.742857142857145,0.2857142857142857,9.057142857142855,-0.8261904761904777,17,5,0.0,2.0,1,0.0633663366336633,0.5317725752508361,NE,0.0610424133024357,-0.037464401333044,0.1186735029863707,63.341067285382834,36.65893271461717,0.3818181818181818,0.5263157894736842,0.4655172413793103,1,0.5333333333333333,230.33333333333331,105.93333333333334,-20.866666666666667,-0.1127511392888219,-0.1440791612331648,-0.0646583920877766,18.6,0.3426294820717131,0.0549450549450549,2022
6,MIA,A.Ingold,1.0,0.0,1.0,7.666666666666667,0.0,0.0,0.0,1.866666666666667,3.2,0.0,0.0,0.0,0.0,-4.440892098500626e-16,1,0,0.0,,-1,0.0292397660818713,0.0294117647058823,MIN,0.0751781414340743,-0.0132319827760366,0.1252772118198039,63.76306620209059,36.23693379790941,0.4074074074074074,0.5,0.4210526315789473,1,0.6,262.8,113.0,-13.4,0.0462066759760552,0.1021989691129625,-0.0254804266007427,20.4,0.3647058823529411,0.0827338129496402,2022
8,MIA,A.Ingold,1.25,0.0,1.25,8.25,0.0,0.0,0.0,2.2,7.6,0.0,0.0,0.0,0.0,0.0666666666666668,1,0,0.0,,-1,0.0277777777777777,0.0279720279720279,DET,0.0352456083422675,-0.0917369458132982,0.1058975557671688,64.45497630331754,35.54502369668246,0.3614457831325301,0.4444444444444444,0.4074074074074074,1,0.5714285714285714,255.16666666666663,159.66666666666666,-9.833333333333334,0.1676609770796851,0.2034803361100229,0.1266951584185516,29.33333333333333,0.3955555555555555,0.1483050847457627,2022
10,MIA,A.Ingold,1.2,0.0,1.2,7.6,0.0,0.2,0.0,3.28,14.5,0.0,0.0,0.0,0.0,0.3200000000000003,2,0,0.0,,-1,0.0252365930599369,0.0273224043715847,CLE,0.0945507850424057,-0.0805095607449582,0.1949607731666896,63.789868667917446,36.21013133208256,0.4174757281553398,0.4166666666666667,0.4571428571428571,1,0.6666666666666666,212.5,115.0,-16.0,0.0511512210191204,-0.0028777058429031,0.1208926419175489,24.875,0.3480885311871227,0.11787072243346,2022
12,MIA,A.Ingold,1.6666666666666667,0.0,1.0,13.833333333333334,0.0,0.1666666666666666,0.1666666666666666,5.15,1.0,0.0,0.0,0.1666666666666666,9.35,3.283333333333334,2,1,0.0,6.0,2,0.0343839541547277,0.0234741784037558,HOU,0.1264596059301995,-0.0340415321484693,0.2233742275569368,62.6465661641541,37.3534338358459,0.4336283185840708,0.4285714285714285,0.4871794871794871,1,0.7,223.0,173.5,-12.3,0.0589903872420197,0.083691680862718,0.0356323663861932,21.8,0.3200836820083682,0.0915492957746478,2022
13,MIA,A.Ingold,1.5714285714285714,0.0,0.8571428571428571,11.857142857142858,0.0,0.1428571428571428,0.1428571428571428,4.557142857142857,4.5,0.0,0.0,0.1428571428571428,9.942857142857145,3.1428571428571432,2,1,0.0,5.0,2,0.0334190231362467,0.0213675213675213,SF,0.1022981132518961,-0.0794945832483452,0.2102237043615286,63.00751879699248,36.99248120300752,0.4206349206349206,0.4666666666666667,0.4883720930232558,1,0.7272727272727273,220.1818181818182,77.27272727272727,-20.181818181818183,-0.1157746350330784,-0.09827129325562,-0.1436240816668482,14.272727272727272,0.3822463768115942,0.0809859154929577,2022
14,MIA,A.Ingold,1.75,0.0,0.75,12.25,0.0,0.125,0.125,4.55,0.0,0.0,0.0,0.125,9.95,2.116666666666667,2,2,0.0,5.0,2,0.0402843601895734,0.0206611570247933,LAC,0.0713074900286768,-0.078779406654439,0.1559202371520441,64.22535211267606,35.774647887323944,0.3984962406015037,0.4705882352941176,0.4680851063829787,1,0.6666666666666666,233.16666666666663,146.91666666666666,-13.666666666666666,0.0497003764183835,0.0486020181859009,0.0510529842417184,25.25,0.3846153846153846,0.0855018587360594,2022
15,MIA,A.Ingold,1.5555555555555556,0.0,0.6666666666666666,10.88888888888889,0.0,0.1111111111111111,0.1111111111111111,4.044444444444444,1.9,0.0,0.0,0.1111111111111111,10.455555555555556,-2.2111111111111112,2,2,0.0,6.0,2,0.0400890868596882,0.0193798449612403,BUF,0.0637057285436656,-0.0589234473323864,0.1335219190109137,64.03162055335969,35.96837944664031,0.3888888888888889,0.4705882352941176,0.48,1,0.6153846153846154,235.7692307692308,98.3076923076923,-19.0,-0.0420443560922131,-0.0154245462725557,-0.0862050339718437,16.384615384615383,0.4004024144869215,0.112,2022
16,MIA,A.Ingold,1.5,0.0,0.8,10.5,0.0,0.1,0.1,3.83,0.0,0.0,0.0,0.1,10.67,-1.6966666666666663,2,2,0.0,6.0,2,0.0416666666666666,0.0213523131672597,GB,0.0658191312911349,-0.0328310402516751,0.1231061403563494,63.52509179926561,36.4749082007344,0.3860759493670886,0.5,0.4814814814814814,1,0.5714285714285714,191.64285714285717,146.14285714285714,-11.785714285714286,0.0315627122008247,-0.0330817874894825,0.0985159440229286,21.571428571428573,0.3601895734597156,0.097457627118644,2022
17,MIA,A.Ingold,1.3636363636363635,0.0,0.7272727272727273,9.545454545454543,0.0,0.0909090909090909,0.0909090909090909,3.481818181818181,0.0,0.0,0.0,0.0909090909090909,11.01818181818182,-2.848484848484848,2,2,0.0,6.0,2,0.0435643564356435,0.020066889632107,NE,0.0610424133024357,-0.037464401333044,0.1186735029863707,63.341067285382834,36.65893271461717,0.3818181818181818,0.5263157894736842,0.4655172413793103,1,0.5333333333333333,230.33333333333331,105.93333333333334,-20.866666666666667,-0.1127511392888219,-0.1440791612331648,-0.0646583920877766,18.6,0.3426294820717131,0.0549450549450549,2022
6,NE,J.Meyers,6.666666666666667,0.0,2.333333333333333,87.0,0.0,0.0,0.3333333333333333,17.599999999999998,10.0,0.3333333333333333,-7.399999999999999,0.3333333333333333,6.500000000000004,0.0,0,0,0.0,1.0,2,0.1942446043165467,0.0076335877862595,CLE,0.0132292375335442,0.0665423731722806,-0.038258105788797,51.02739726027398,48.97260273972603,0.3962264150943396,0.3333333333333333,0.4117647058823529,0,0.4,212.6,124.2,-11.0,0.0866875888814745,0.0166227226752602,0.1837004805516174,25.0,0.3480885311871227,0.11787072243346,2022
7,NE,J.Meyers,6.0,0.0,1.75,80.25,0.0,0.0,0.25,15.7,11.4,0.0,0.0,0.25,8.4,1.833333333333334,0,0,0.0,1.0,2,0.1812865497076023,0.0063694267515923,CHI,0.0530696891929292,0.0675716948325913,0.0396150506272426,52.25988700564972,47.74011299435029,0.4242424242424242,0.3333333333333333,0.45,0,0.5,190.5,161.83333333333334,-11.833333333333334,0.0266335560351277,-0.0055086005432722,0.055186233198681,19.666666666666668,0.4157549234135667,0.0616740088105726,2022
8,NE,J.Meyers,5.2,0.0,1.4,71.0,0.0,0.0,0.4,14.84,21.0,0.0,0.0,0.2,9.260000000000002,0.3266666666666662,0,0,0.0,1.0,2,0.1666666666666666,0.005813953488372,NYJ,0.026190123478078,0.0420548304584336,0.0120796869811272,53.36658354114713,46.633416458852864,0.4342105263157895,0.25,0.4583333333333333,0,0.4285714285714285,211.42857142857144,104.0,-14.285714285714286,-0.0780072322887057,-0.1076299663517868,-0.0366656144204498,19.571428571428573,0.3404255319148936,0.0726072607260726,2022
9,NE,J.Meyers,5.833333333333333,0.0,1.1666666666666667,69.16666666666667,0.0,0.0,0.5,15.866666666666667,7.4,0.0,0.0,0.1666666666666666,8.233333333333334,-1.7333333333333345,0,3,0.0,1.0,2,0.1974248927038626,0.0050251256281407,IND,0.0006967452168061,0.0226834384595694,-0.0181994489757695,53.911205073995774,46.08879492600423,0.4148936170212766,0.3333333333333333,0.4285714285714285,0,0.5,212.375,118.875,-15.75,-0.04408076103864,0.007567048696447,-0.1014166555463138,18.875,0.3333333333333333,0.0899280575539568,2022
11,NE,J.Meyers,5.714285714285714,0.0,1.2857142857142858,65.28571428571429,0.0,0.0,0.4285714285714285,14.657142857142857,9.2,0.1428571428571428,-7.257142857142856,0.2857142857142857,7.892857142857144,-1.3904761904761909,0,4,0.0,1.0,2,0.1977186311787072,0.0088495575221238,NYJ,-0.0368792473267104,-0.0081532724877599,-0.0613420032849686,54.11985018726592,45.88014981273408,0.4054054054054054,0.3333333333333333,0.4193548387096774,0,0.5555555555555556,208.77777777777777,109.88888888888889,-17.22222222222222,-0.0801345918350406,-0.1409624787618615,0.0070607482231489,19.55555555555556,0.3404255319148936,0.0726072607260726,2022
12,NE,J.Meyers,5.5,0.0,1.125,63.625,0.0,0.0,0.375,13.975,9.2,0.125,-6.575000000000001,0.25,8.575,-1.44166666666667,0,5,0.0,1.0,2,0.2,0.0079365079365079,MIN,-0.0463965800500369,-0.0314684636299556,-0.0590098936075107,54.300168634064086,45.69983136593592,0.3888888888888889,0.2857142857142857,0.3714285714285714,0,0.6,283.3,117.2,-17.1,0.014677661485851,0.0709755705092163,-0.0634671973077755,23.1,0.3647058823529411,0.0827338129496402,2022
13,NE,J.Meyers,5.222222222222222,0.0,1.0,63.44444444444444,0.0,0.0,0.3333333333333333,13.444444444444445,5.2,0.1111111111111111,-6.044444444444444,0.2222222222222222,9.105555555555556,-4.844444444444445,0,5,0.0,1.0,2,0.1890243902439024,0.0075471698113207,BUF,-0.0364380105848105,-0.0379252401242836,-0.0352715560440473,56.10510046367851,43.89489953632149,0.3823529411764705,0.25,0.358974358974359,0,0.5454545454545454,236.45454545454547,104.36363636363636,-18.0,-0.0305672001148697,-0.0108975320961366,-0.0610662359191975,17.545454545454547,0.4004024144869215,0.112,2022
15,NE,J.Meyers,5.0,0.0,0.9,59.3,0.0,0.0,0.3,12.62,8.7,0.1,-7.420000000000001,0.2,9.93,-4.753333333333335,0,5,0.0,1.0,2,0.1683417085427135,0.0068259385665529,LV,-0.0329789864343361,-0.0377012724236478,-0.029566611943225,57.97872340425532,42.02127659574468,0.3670886075949367,0.3333333333333333,0.3478260869565217,0,0.5384615384615384,263.61538461538464,109.76923076923076,-13.153846153846152,0.0533078783715425,0.1459016711630202,-0.0788892836259285,23.153846153846157,0.3806306306306306,0.100418410041841,2022
16,NE,J.Meyers,4.727272727272728,0.0,0.8181818181818182,58.18181818181818,0.0,0.0,0.2727272727272727,12.263636363636364,20.3,0.0909090909090909,-7.063636363636364,0.2727272727272727,8.936363636363637,-4.563636363636364,0,6,0.0,1.0,2,0.1720930232558139,0.0062305295950155,CIN,-0.0442363197176951,-0.0359830078588277,-0.0503186517180344,57.42331288343559,42.576687116564415,0.3508771929824561,0.3333333333333333,0.3673469387755102,0,0.5,229.8571428571429,107.85714285714286,-9.785714285714286,-0.0361843491909582,-0.048794838014532,-0.0185651873416834,20.142857142857142,0.3886861313868613,0.0636704119850187,2022
17,NE,J.Meyers,4.833333333333333,0.0,0.75,60.25,0.0,0.0,0.3333333333333333,12.933333333333332,16.9,0.0833333333333333,-7.733333333333332,0.25,8.866666666666669,-1.5333333333333314,0,7,0.0,1.0,2,0.1774891774891775,0.0059701492537313,MIA,-0.0375643912241771,-0.037087510049133,-0.0379044701227439,58.24682814302192,41.753171856978085,0.358695652173913,0.3,0.3584905660377358,0,0.4666666666666667,257.6666666666667,108.06666666666666,-17.266666666666666,0.0111481291380493,0.0240664269689567,-0.010043685281192,24.0,0.3562992125984252,0.1086142322097378,2022
4,MIA,J.Waddle,6.333333333333333,0.0,5.666666666666667,114.0,0.0,0.0,1.0,24.3,5.9,0.6666666666666666,-7.9,0.3333333333333333,15.8,0.0,0,4,0.0,1.0,2,0.284313725490196,0.0357142857142857,CIN,0.2257208297474466,-0.0205060185274174,0.3533940103344132,66.06060606060606,33.939393939393945,0.4848484848484848,1.0,0.4545454545454545,1,1.0,238.0,85.66666666666667,-13.333333333333334,-0.1608549688659889,-0.1944495806417889,-0.098679866474956,16.333333333333332,0.3886861313868613,0.0636704119850187,2022
5,MIA,J.Waddle,5.25,0.0,4.25,95.25,0.0,0.0,0.75,19.700000000000003,5.300000000000001,0.25,-13.800000000000002,0.25,20.4,0.6666666666666643,0,4,0.0,2.0,2,0.2446043165467626,0.0263157894736842,NYJ,0.1400131663884669,-0.0764810783699717,0.2527088006462842,65.33333333333333,34.66666666666667,0.4186046511627907,0.75,0.4,1,0.75,215.5,108.75,-12.5,0.0612194422152438,0.1491700685790104,-0.0387244513799454,25.25,0.3404255319148936,0.0726072607260726,2022
6,MIA,J.Waddle,4.8,0.0,3.4,80.8,0.0,0.0,0.6,16.82,16.9,0.4,-11.22,0.2,23.28,-8.053333333333333,0,4,0.0,2.0,2,0.2222222222222222,0.0196078431372549,MIN,0.0751781414340743,-0.0132319827760366,0.1252772118198039,63.76306620209059,36.23693379790941,0.4074074074074074,0.5,0.4210526315789473,1,0.6,262.8,113.0,-13.4,0.0462066759760552,0.1021989691129625,-0.0254804266007427,20.4,0.3647058823529411,0.0827338129496402,2022
7,MIA,J.Waddle,5.0,0.0,2.833333333333333,88.83333333333333,0.0,0.0,0.5,16.833333333333332,12.8,0.3333333333333333,-11.23333333333333,0.1666666666666666,23.26666666666667,-7.466666666666665,0,4,0.0,2.0,2,0.216589861751152,0.0166666666666666,PIT,0.046949143776127,-0.0493751675201593,0.097821723768105,65.65096952908587,34.34903047091413,0.3768115942028985,0.5,0.4347826086956521,1,0.5,289.8333333333333,117.16666666666669,-12.0,0.0749935957583541,0.0974676474137212,0.0426363768087592,23.33333333333333,0.3866396761133603,0.0948616600790513,2022
8,MIA,J.Waddle,4.857142857142857,0.0,2.4285714285714284,88.71428571428571,0.0,0.0,0.4285714285714285,16.25714285714286,30.6,0.2857142857142857,-10.657142857142858,0.1428571428571428,23.84285714285714,-4.590476190476194,0,4,0.0,2.0,2,0.2063492063492063,0.0139860139860139,DET,0.0352456083422675,-0.0917369458132982,0.1058975557671688,64.45497630331754,35.54502369668246,0.3614457831325301,0.4444444444444444,0.4074074074074074,1,0.5714285714285714,255.16666666666663,159.66666666666666,-9.833333333333334,0.1676609770796851,0.2034803361100229,0.1266951584185516,29.33333333333333,0.3955555555555555,0.1483050847457627,2022
9,MIA,J.Waddle,5.25,0.0,2.125,90.875,0.0,0.0,0.625,18.05,19.5,0.25,-12.45,0.25,17.3,2.049999999999997,0,6,0.0,2.0,2,0.2118055555555555,0.0121951219512195,CHI,0.0752498880504601,-0.0673893739687882,0.1554844729362873,64.18219461697723,35.81780538302277,0.4042553191489361,0.5,0.4193548387096774,1,0.625,198.875,155.5,-10.875,0.0557170433137763,0.0395824587651791,0.071118237655619,21.875,0.4157549234135667,0.0616740088105726,2022
10,MIA,J.Waddle,5.222222222222222,0.0,1.8888888888888888,90.22222222222224,0.0,0.0,0.6666666666666666,18.211111111111112,10.6,0.2222222222222222,-12.61111111111111,0.2222222222222222,17.13888888888889,2.7555555555555564,0,7,0.0,2.0,2,0.2145110410094637,0.0109289617486338,CLE,0.0945507850424057,-0.0805095607449582,0.1949607731666896,63.789868667917446,36.21013133208256,0.4174757281553398,0.4166666666666667,0.4571428571428571,1,0.6666666666666666,212.5,115.0,-16.0,0.0511512210191204,-0.0028777058429031,0.1208926419175489,24.875,0.3480885311871227,0.11787072243346,2022
12,MIA,J.Waddle,5.1,0.0,1.7,87.8,0.0,0.0,0.6,17.45,13.5,0.3,-10.183333333333332,0.2,17.900000000000002,2.783333333333335,0,7,0.0,2.0,2,0.2091690544412607,0.0093896713615023,HOU,0.1264596059301995,-0.0340415321484693,0.2233742275569368,62.6465661641541,37.3534338358459,0.4336283185840708,0.4285714285714285,0.4871794871794871,1,0.7,223.0,173.5,-12.3,0.0589903872420197,0.083691680862718,0.0356323663861932,21.8,0.3200836820083682,0.0915492957746478,2022
13,MIA,J.Waddle,5.090909090909091,0.0,1.5454545454545454,87.54545454545455,0.0,0.0,0.5454545454545454,17.09090909090909,1.9,0.2727272727272727,-9.824242424242422,0.1818181818181818,18.25909090909091,-2.5575757575757567,0,8,0.0,2.0,2,0.2133676092544987,0.0085470085470085,SF,0.1022981132518961,-0.0794945832483452,0.2102237043615286,63.00751879699248,36.99248120300752,0.4206349206349206,0.4666666666666667,0.4883720930232558,1,0.7272727272727273,220.1818181818182,77.27272727272727,-20.181818181818183,-0.1157746350330784,-0.09827129325562,-0.1436240816668482,14.272727272727272,0.3822463768115942,0.0809859154929577,2022
14,MIA,J.Waddle,4.75,0.0,1.4166666666666667,81.0,0.0,0.0,0.5,15.825,5.1,0.25,-11.458333333333334,0.1666666666666666,19.525,-7.158333333333335,0,8,0.0,2.0,2,0.2085308056872037,0.0082644628099173,LAC,0.0713074900286768,-0.078779406654439,0.1559202371520441,64.22535211267606,35.774647887323944,0.3984962406015037,0.4705882352941176,0.4680851063829787,1,0.6666666666666666,233.16666666666663,146.91666666666666,-13.666666666666666,0.0497003764183835,0.0486020181859009,0.0510529842417184,25.25,0.3846153846153846,0.0855018587360594,2022
15,MIA,J.Waddle,4.538461538461538,0.0,1.3076923076923077,77.15384615384616,0.0,0.0,0.4615384615384615,15.0,20.4,0.3076923076923077,-10.45,0.1538461538461538,20.35,-8.166666666666668,0,8,0.0,2.0,2,0.2048997772828507,0.0077519379844961,BUF,0.0637057285436656,-0.0589234473323864,0.1335219190109137,64.03162055335969,35.96837944664031,0.3888888888888889,0.4705882352941176,0.48,1,0.6153846153846154,235.7692307692308,98.3076923076923,-19.0,-0.0420443560922131,-0.0154245462725557,-0.0862050339718437,16.384615384615383,0.4004024144869215,0.112,2022
16,MIA,J.Waddle,4.428571428571429,0.0,1.2142857142857142,79.78571428571429,0.0,0.0,0.5,15.385714285714286,25.3,0.2857142857142857,-10.835714285714284,0.1428571428571428,19.964285714285715,-6.252380952380953,0,9,0.0,2.0,2,0.2083333333333333,0.0071174377224199,GB,0.0658191312911349,-0.0328310402516751,0.1231061403563494,63.52509179926561,36.4749082007344,0.3860759493670886,0.5,0.4814814814814814,1,0.5714285714285714,191.64285714285717,146.14285714285714,-11.785714285714286,0.0315627122008247,-0.0330817874894825,0.0985159440229286,21.571428571428573,0.3601895734597156,0.097457627118644,2022
17,MIA,J.Waddle,4.466666666666667,0.0,1.1333333333333333,84.0,0.0,0.0,0.5333333333333333,16.046666666666667,8.2,0.2666666666666666,-11.496666666666666,0.2,15.953333333333331,0.8866666666666667,0,9,0.0,2.0,2,0.2099009900990099,0.0066889632107023,NE,0.0610424133024357,-0.037464401333044,0.1186735029863707,63.341067285382834,36.65893271461717,0.3818181818181818,0.5263157894736842,0.4655172413793103,1,0.5333333333333333,230.33333333333331,105.93333333333334,-20.866666666666667,-0.1127511392888219,-0.1440791612331648,-0.0646583920877766,18.6,0.3426294820717131,0.0549450549450549,2022
4,ATL,C.Patterson,1.3333333333333333,0.0,100.66666666666669,9.333333333333334,0.0,0.6666666666666666,0.0,16.333333333333332,9.8,0.3333333333333333,-12.23333333333333,0.3333333333333333,6.266666666666669,0.0,8,0,0.0,1.0,1,0.0779220779220779,0.5783132530120482,CLE,0.0021335157733442,-0.0888792287726613,0.1042453755078872,47.48603351955308,52.513966480446925,0.4,0.5,0.4,1,0.3333333333333333,248.33333333333331,82.33333333333333,-15.333333333333334,0.0920927625732137,0.0555793707175033,0.1607127576123936,24.0,0.3480885311871227,0.11787072243346,2022
9,ATL,C.Patterson,1.0,0.0,85.0,7.0,0.0,0.75,0.0,14.7,18.3,0.25,-10.599999999999998,0.5,7.750000000000002,-2.633333333333331,10,0,0.0,1.0,1,0.0344827586206896,0.2375,LAC,0.0168492991238939,-0.0028101018503525,0.0434049297592634,43.04347826086957,56.95652173913044,0.449438202247191,0.6666666666666666,0.5,1,0.5,237.0,130.85714285714286,-18.0,0.0420612296164569,0.0408403317863771,0.0439453312060863,26.142857142857142,0.3846153846153846,0.0855018587360594,2022
10,ATL,C.Patterson,1.0,0.0,76.8,7.4,0.0,1.0,0.0,15.420000000000002,3.0,0.2,-11.32,0.4,7.029999999999999,1.379999999999999,14,0,0.0,1.0,1,0.0355329949238578,0.2564102564102564,CAR,0.0148792666864653,0.0282113866064922,-0.0032055070939416,42.88461538461538,57.11538461538461,0.45,0.6666666666666666,0.4827586206896552,1,0.4444444444444444,236.77777777777777,140.55555555555554,-9.0,0.0298528913782133,0.0766357743232845,-0.0261818303582338,24.0,0.3354430379746835,0.0706713780918728,2022
